individual,repro_output_two,repro_output_one,repro_output,year,site,box,hole,nest_start,straw_id,lookup_id,species,genus,sex,nest_end,nest_duration,emergence_year_plus_one,emergence_year_plus_two,size,parasitized,parasite_id,questionable_id,notes
1535,0,0,0,2015,pelton_bench,9,a6,173,1298,2015.pelton_bench.9.a6,Osmia_montana,Osmia,NA,176,4,NA,NA,l,no,NA,NA,NA
1536,0,0,0,2015,pelton_bench,9,b3,190,1320,2015.pelton_bench.9.b3,Osmia_montana,Osmia,NA,211,22,NA,NA,l,no,NA,NA,NA
1543,0,0,0,2015,townsite,10,a6,183,1564,2015.townsite.10.a6,Osmia_montana,Osmia,NA,187,5,NA,NA,s,no,NA,NA,NA
1545,0,0,0,2015,townsite,10,a9,169,1557,2015.townsite.10.a9,Osmia_coloradensis,Osmia,NA,187,19,NA,NA,s,no,NA,NA,NA
1546,0,0,0,2015,townsite,10,b7,162,1556,2015.townsite.10.b7,Osmia_coloradensis,Osmia,NA,169,8,NA,NA,m,no,NA,NA,NA
1553,0,0,0,2015,townsite,1b,a2,159,1549,2015.townsite.1b.a2,Osmia_coloradensis,Osmia,NA,173,15,NA,NA,s,no,NA,NA,NA
1554,0,0,0,2015,townsite,1b,b3,159,1548,2015.townsite.1b.b3,Osmia_coloradensis,Osmia,NA,169,11,NA,NA,s,no,NA,NA,NA
1564,0,0,0,2015,townsite,4,b10,197,1574,2015.townsite.4.b10,Osmia_montana,Osmia,NA,208,12,NA,NA,l,no,NA,NA,NA
1567,0,0,0,2015,townsite,4,c7,166,1576,2015.townsite.4.c7,Osmia_montana,Osmia,NA,173,8,NA,NA,l,no,NA,NA,NA
1581,0,0,0,2015,townsite,6,c6,208,1608,2015.townsite.6.c6,Osmia_montana,Osmia,NA,211,4,NA,NA,l,no,NA,NA,NA
1585,0,0,0,2015,townsite,6c,b2,180,1580,2015.townsite.6c.b2,Megachile_relativa,Megachile,NA,194,15,NA,NA,l,no,NA,NA,NA
1587,0,0,0,2015,townsite,7b,a3,173,1586,2015.townsite.7b.a3,Osmia_montana,Osmia,NA,180,8,NA,NA,l,no,NA,NA,NA
1596,0,0,0,2015,townsite,8,b4,176,1594,2015.townsite.8.b4,Osmia_montana,Osmia,NA,190,15,NA,NA,m,no,NA,NA,NA
1601,0,0,0,2015,townsite,8d,c3,208,1611,2015.townsite.8d.c3,Osmia_montana,Osmia,NA,211,4,NA,NA,l,no,NA,NA,NA
1602,0,0,0,2015,townsite,9,a2,194,1603,2015.townsite.9.a2,Osmia_montana,Osmia,NA,202,9,NA,NA,m,no,NA,NA,NA
1606,0,0,0,2015,townsite,9,a7,194,1605,2015.townsite.9.a7,Osmia_montana,Osmia,NA,208,15,NA,NA,m,no,NA,NA,NA
1609,0,0,0,2015,townsite,9,b5,173,1554,2015.townsite.9.b5,Osmia_montana,Osmia,NA,180,8,NA,NA,l,no,NA,NA,NA
1610,0,0,0,2015,townsite,9,c8,162,1555,2015.townsite.9.c8,Osmia_coloradensis,Osmia,NA,180,19,NA,NA,s,no,NA,NA,NA
1611,0,0,0,2015,treasury,1,b1,208,1541,2015.treasury.1.b1,Megachile_relativa,Megachile,NA,215,8,NA,NA,m,no,NA,NA,NA
1622,0,0,0,2015,weather_station,3,a1,173,1422,2015.weather_station.3.a1,Osmia_montana,Osmia,NA,176,4,NA,NA,m,no,NA,NA,NA
1627,0,0,0,2015,weather_station,3,c4,173,1425,2015.weather_station.3.c4,Osmia_montana,Osmia,NA,180,8,NA,NA,l,no,NA,yes,NA
1629,0,0,0,2015,weather_station,3,c8,187,1420,2015.weather_station.3.c8,Osmia_coloradensis,Osmia,NA,197,11,NA,NA,m,no,NA,yes,NA
1632,0,0,0,2015,weather_station,4,b7,173,1434,2015.weather_station.4.b7,Osmia_coloradensis,Osmia,NA,180,8,NA,NA,m,no,NA,NA,NA
1635,0,0,0,2015,weather_station,4,c7,180,1435,2015.weather_station.4.c7,Megachile_relativa,Megachile,NA,183,4,NA,NA,s,no,NA,yes,NA
1651,0,0,0,2015,weather_station,5c,b1,169,1429,2015.weather_station.5c.b1,Osmia_coloradensis,Osmia,NA,173,5,NA,NA,s,no,NA,NA,NA
1656,0,0,0,2015,weather_station,6b,b4,173,1413,2015.weather_station.6b.b4,Osmia_coloradensis,Osmia,NA,183,11,NA,NA,s,no,NA,NA,NA
1658,0,0,0,2015,weather_station,7,a7,202,1451,2015.weather_station.7.a7,Megachile_relativa,Megachile,NA,211,10,NA,NA,m,no,NA,NA,NA
1659,0,0,0,2015,weather_station,7,c3,173,1450,2015.weather_station.7.c3,Osmia_coloradensis,Osmia,NA,180,8,NA,NA,s,no,NA,NA,NA
1660,0,0,0,2015,weather_station,7b,a1,211,1452,2015.weather_station.7b.a1,Megachile_relativa,Megachile,NA,215,5,NA,NA,s,no,NA,NA,NA
1665,0,0,0,2015,weather_station,8b,a4,187,1458,2015.weather_station.8b.a4,Osmia_montana,Osmia,NA,202,16,NA,NA,l,no,NA,NA,NA
